date,county,state,fips,total_cases,total_deaths,new_cases,new_deaths
2020-04-06,Essex,New Jersey,34013,4493,186,411,14
2020-04-06,Hudson,New Jersey,34017,4395,92,471,5
2020-04-06,Morris,New Jersey,34027,1956,60,156,5
2020-04-06,Passaic,New Jersey,34031,3756,53,529,11
2020-04-06,Sussex,New Jersey,34037,292,11,25,2
2020-04-06,Dutchess,New York,36027,1189,12,112,1
2020-04-06,Nassau,New York,36059,15616,535,1218,139
2020-04-06,New York City,New York,NA,73553,4857,4827,1211
2020-04-06,Orange,New York,36071,3397,47,295,0
2020-04-06,Putnam,New York,36079,345,12,31,3
2020-04-06,Rockland,New York,36087,5703,76,341,7
2020-04-06,Suffolk,New York,36103,14473,237,1540,62
2020-04-06,Ulster,New York,36111,382,4,24,0
2020-04-06,Westchester,New York,36119,14293,253,571,56
2020-04-07,Fairfield,Connecticut,09001,4136,132,417,31
2020-04-07,Litchfield,Connecticut,09005,255,9,25,1
2020-04-07,New Haven,Connecticut,09009,1664,60,196,19
2020-04-07,Bergen,New Jersey,34003,7533,263,671,63
2020-04-07,Essex,New Jersey,34013,5078,232,585,46
2020-04-07,Hudson,New Jersey,34017,4949,103,554,11
2020-04-07,Morris,New Jersey,34027,2239,87,283,27
2020-04-07,Passaic,New Jersey,34031,4101,62,345,9
2020-04-07,Sussex,New Jersey,34037,331,15,39,4
2020-04-07,Dutchess,New York,36027,1249,15,60,3
2020-04-07,Nassau,New York,36059,16610,620,994,85
2020-04-07,New York City,New York,NA,78498,5631,4945,774
2020-04-07,Orange,New York,36071,3599,76,202,29
2020-04-07,Putnam,New York,36079,366,13,21,1
2020-04-07,Rockland,New York,36087,5990,119,287,43
2020-04-07,Suffolk,New York,36103,15561,266,1088,29
2020-04-07,Ulster,New York,36111,402,5,20,1
2020-04-07,Westchester,New York,36119,14804,304,511,51
2020-04-08,Fairfield,Connecticut,09001,4417,155,281,23
2020-04-08,Litchfield,Connecticut,09005,292,12,37,3
2020-04-08,New Haven,Connecticut,09009,1945,70,281,10
2020-04-08,Bergen,New Jersey,34003,7874,314,341,51
2020-04-08,Essex,New Jersey,34013,5598,276,520,44
2020-04-08,Hudson,New Jersey,34017,5437,122,488,19
2020-04-08,Morris,New Jersey,34027,2468,102,229,15
2020-04-08,Passaic,New Jersey,34031,4372,71,271,9
2020-04-08,Sussex,New Jersey,34037,357,21,26,6
2020-04-08,Dutchess,New York,36027,1395,16,146,1
2020-04-08,Nassau,New York,36059,18548,701,1938,81
2020-04-08,New York City,New York,NA,83673,6441,5175,810
2020-04-08,Orange,New York,36071,3865,68,266,0
2020-04-08,Putnam,New York,36079,403,15,37,2
2020-04-08,Rockland,New York,36087,6413,98,423,0
2020-04-08,Suffolk,New York,36103,15844,328,283,62
2020-04-08,Ulster,New York,36111,422,2,20,0
2020-04-08,Westchester,New York,36119,15887,343,1083,39
2020-04-09,Fairfield,Connecticut,09001,4882,178,465,23
2020-04-09,Litchfield,Connecticut,09005,315,13,23,1
2020-04-09,New Haven,Connecticut,09009,2183,78,238,8
2020-04-09,Bergen,New Jersey,34003,8343,345,469,31
2020-04-09,Essex,New Jersey,34013,6069,312,471,36
2020-04-09,Hudson,New Jersey,34017,5879,132,442,10
2020-04-09,Morris,New Jersey,34027,2645,117,177,15
2020-04-09,Passaic,New Jersey,34031,4690,82,318,11
2020-04-09,Sussex,New Jersey,34037,392,21,35,0
2020-04-09,Dutchess,New York,36027,1493,21,98,5
2020-04-09,Nassau,New York,36059,20140,778,1592,77
2020-04-09,New York City,New York,NA,89127,7249,5454,808
2020-04-09,Orange,New York,36071,4090,79,225,11
2020-04-09,Putnam,New York,36079,438,16,35,1
2020-04-09,Rockland,New York,36087,6665,117,252,19
2020-04-09,Suffolk,New York,36103,17413,369,1569,41
2020-04-09,Ulster,New York,36111,460,2,38,0
2020-04-09,Westchester,New York,36119,17004,389,1117,46
2020-04-10,Fairfield,Connecticut,09001,5180,203,298,25
2020-04-10,Litchfield,Connecticut,09005,346,16,31,3
2020-04-10,New Haven,Connecticut,09009,2383,98,200,20
2020-04-10,Bergen,New Jersey,34003,8928,390,585,45
2020-04-10,Essex,New Jersey,34013,6580,352,511,40
2020-04-10,Hudson,New Jersey,34017,6411,163,532,31
2020-04-10,Morris,New Jersey,34027,2771,135,126,18
2020-04-10,Passaic,New Jersey,34031,5017,101,327,19
2020-04-10,Sussex,New Jersey,34037,413,26,21,5
2020-04-10,Dutchess,New York,36027,1598,25,105,4
2020-04-10,Nassau,New York,36059,21512,890,1372,112
2020-04-10,New York City,New York,NA,94702,7981,5575,732
2020-04-10,Orange,New York,36071,4532,91,442,12
2020-04-10,Putnam,New York,36079,487,18,49,2
2020-04-10,Rockland,New York,36087,7122,135,457,18
2020-04-10,Suffolk,New York,36103,18692,425,1279,56
2020-04-10,Ulster,New York,36111,530,2,70,0
2020-04-10,Westchester,New York,36119,18077,428,1073,39
2020-04-11,Fairfield,Connecticut,09001,5407,220,227,17
2020-04-11,Litchfield,Connecticut,09005,388,20,42,4
2020-04-11,New Haven,Connecticut,09009,2715,107,332,9
2020-04-11,Bergen,New Jersey,34003,9362,435,434,45
2020-04-11,Essex,New Jersey,34013,7007,412,427,60
2020-04-11,Hudson,New Jersey,34017,6851,183,440,20
2020-04-11,Morris,New Jersey,34027,2925,152,154,17
2020-04-11,Passaic,New Jersey,34031,5295,119,278,18
2020-04-11,Sussex,New Jersey,34037,456,27,43,1
2020-04-11,Dutchess,New York,36027,1744,27,146,2
2020-04-11,Nassau,New York,36059,22584,965,1072,75
2020-04-11,New York City,New York,NA,100840,8734,6138,753
2020-04-11,Orange,New York,36071,4847,99,315,8
2020-04-11,Putnam,New York,36079,494,20,7,2
2020-04-11,Rockland,New York,36087,7477,153,355,18
2020-04-11,Suffolk,New York,36103,19883,469,1191,44
2020-04-11,Ulster,New York,36111,589,2,59,0
2020-04-11,Westchester,New York,36119,18729,505,652,77
2020-04-12,Fairfield,Connecticut,09001,5534,248,127,28
2020-04-12,Litchfield,Connecticut,09005,403,24,15,4
2020-04-12,New Haven,Connecticut,09009,2946,119,231,12
2020-04-12,Bergen,New Jersey,34003,9784,453,422,18
2020-04-12,Essex,New Jersey,34013,7410,428,403,16
2020-04-12,Hudson,New Jersey,34017,7469,226,618,43
2020-04-12,Morris,New Jersey,34027,3099,162,174,10
2020-04-12,Passaic,New Jersey,34031,5590,131,295,12
2020-04-12,Sussex,New Jersey,34037,483,35,27,8
2020-04-12,Dutchess,New York,36027,1838,30,94,3
2020-04-12,Nassau,New York,36059,23553,1030,969,65
2020-04-12,New York City,New York,NA,105939,9448,5099,714
2020-04-12,Orange,New York,36071,5027,112,180,13
2020-04-12,Putnam,New York,36079,497,23,3,3
2020-04-12,Rockland,New York,36087,7721,166,244,13
2020-04-12,Suffolk,New York,36103,20816,529,933,60
2020-04-12,Ulster,New York,36111,612,2,23,0
2020-04-12,Westchester,New York,36119,19313,562,584,57
2020-04-13,Fairfield,Connecticut,09001,6004,262,470,14
2020-04-13,Litchfield,Connecticut,09005,446,24,43,0
2020-04-13,New Haven,Connecticut,09009,3358,135,412,16
2020-04-13,Bergen,New Jersey,34003,10092,482,308,29
2020-04-13,Essex,New Jersey,34013,7634,433,224,5
2020-04-13,Hudson,New Jersey,34017,7879,236,410,10
2020-04-13,Morris,New Jersey,34027,3225,162,126,0
2020-04-13,Passaic,New Jersey,34031,5950,136,360,5
2020-04-13,Sussex,New Jersey,34037,508,38,25,3
2020-04-13,Dutchess,New York,36027,1881,37,43,7
2020-04-13,Nassau,New York,36059,24358,1109,805,79
2020-04-13,New York City,New York,NA,109706,10096,3767,648
2020-04-13,Orange,New York,36071,5182,122,155,10
2020-04-13,Putnam,New York,36079,502,25,5,2
2020-04-13,Rockland,New York,36087,7965,182,244,16
2020-04-13,Suffolk,New York,36103,21643,580,827,51
2020-04-13,Ulster,New York,36111,630,2,18,0
2020-04-13,Westchester,New York,36119,19785,610,472,48
2020-04-14,Fairfield,Connecticut,09001,6213,287,209,25
2020-04-14,Litchfield,Connecticut,09005,460,29,14,5
2020-04-14,New Haven,Connecticut,09009,3543,151,185,16
2020-04-14,Bergen,New Jersey,34003,10426,550,334,68
2020-04-14,Essex,New Jersey,34013,8212,535,578,102
2020-04-14,Hudson,New Jersey,34017,8242,277,363,41
2020-04-14,Morris,New Jersey,34027,3424,192,199,30
2020-04-14,Passaic,New Jersey,34031,6438,156,488,20
2020-04-14,Sussex,New Jersey,34037,535,39,27,1
2020-04-14,Dutchess,New York,36027,1934,41,53,4
2020-04-14,Nassau,New York,36059,25250,1217,892,108
2020-04-14,New York City,New York,NA,113632,10857,3926,761
2020-04-14,Orange,New York,36071,5578,129,396,7
2020-04-14,Putnam,New York,36079,558,27,56,2
2020-04-14,Rockland,New York,36087,8335,192,370,10
2020-04-14,Suffolk,New York,36103,22462,617,819,37
2020-04-14,Ulster,New York,36111,690,2,60,0
2020-04-14,Westchester,New York,36119,20191,654,406,44
2020-04-15,Fairfield,Connecticut,09001,6480,365,267,78
2020-04-15,Litchfield,Connecticut,09005,490,35,30,6
2020-04-15,New Haven,Connecticut,09009,3758,195,215,44
2020-04-15,Bergen,New Jersey,34003,10848,608,422,58
2020-04-15,Essex,New Jersey,34013,8579,590,367,55
2020-04-15,Hudson,New Jersey,34017,8511,312,269,35
2020-04-15,Morris,New Jersey,34027,3525,212,101,20
2020-04-15,Passaic,New Jersey,34031,6750,182,312,26
2020-04-15,Sussex,New Jersey,34037,551,41,16,2
2020-04-15,Dutchess,New York,36027,2048,45,114,4
2020-04-15,Nassau,New York,36059,26715,1286,1465,69
2020-04-15,New York City,New York,NA,121653,11566,8021,709
2020-04-15,Orange,New York,36071,5716,135,138,6
2020-04-15,Putnam,New York,36079,571,28,13,1
2020-04-15,Rockland,New York,36087,8474,212,139,20
2020-04-15,Suffolk,New York,36103,23278,663,816,46
2020-04-15,Ulster,New York,36111,733,2,43,0
2020-04-15,Westchester,New York,36119,20947,708,756,54
2020-04-16,Fairfield,Connecticut,09001,6816,406,336,41
2020-04-16,Litchfield,Connecticut,09005,535,44,45,9
2020-04-16,New Haven,Connecticut,09009,4163,214,405,19
2020-04-16,Bergen,New Jersey,34003,11409,668,561,60
2020-04-16,Essex,New Jersey,34013,9084,642,505,52
2020-04-16,Hudson,New Jersey,34017,9165,365,654,53
2020-04-16,Morris,New Jersey,34027,3701,216,176,4
2020-04-16,Passaic,New Jersey,34031,7317,211,567,29
2020-04-16,Sussex,New Jersey,34037,578,43,27,2
2020-04-16,Dutchess,New York,36027,2085,45,37,0
2020-04-16,Nassau,New York,36059,27772,1356,1057,70
2020-04-16,New York City,New York,NA,126623,12109,4970,543
2020-04-16,Orange,New York,36071,5888,144,172,9
2020-04-16,Putnam,New York,36079,573,29,2,1
2020-04-16,Rockland,New York,36087,8752,234,278,22
2020-04-16,Suffolk,New York,36103,24182,706,904,43
2020-04-16,Ulster,New York,36111,761,2,28,0
2020-04-16,Westchester,New York,36119,21828,738,881,30
2020-04-17,Fairfield,Connecticut,09001,7146,425,330,19
2020-04-17,Litchfield,Connecticut,09005,569,46,34,2
2020-04-17,New Haven,Connecticut,09009,4520,229,357,15
2020-04-17,Bergen,New Jersey,34003,11863,714,454,46
2020-04-17,Essex,New Jersey,34013,9672,684,588,42
2020-04-17,Hudson,New Jersey,34017,9636,420,471,55
2020-04-17,Morris,New Jersey,34027,3822,232,121,16
2020-04-17,Passaic,New Jersey,34031,7604,221,287,10
2020-04-17,Sussex,New Jersey,34037,591,54,13,11
2020-04-17,Dutchess,New York,36027,2142,45,57,0
2020-04-17,Nassau,New York,36059,28539,1356,767,0
2020-04-17,New York City,New York,NA,131003,12283,4380,174
2020-04-17,Orange,New York,36071,6084,144,196,0
2020-04-17,Putnam,New York,36079,578,29,5,0
2020-04-17,Rockland,New York,36087,8987,234,235,0
2020-04-17,Suffolk,New York,36103,25035,706,853,0
2020-04-17,Ulster,New York,36111,788,2,27,0
2020-04-17,Westchester,New York,36119,22476,738,648,0
2020-04-18,Fairfield,Connecticut,09001,7363,432,217,7
2020-04-18,Litchfield,Connecticut,09005,593,48,24,2
2020-04-18,New Haven,Connecticut,09009,4743,241,223,12
2020-04-18,Bergen,New Jersey,34003,12163,741,300,27
2020-04-18,Essex,New Jersey,34013,9901,732,229,48
2020-04-18,Hudson,New Jersey,34017,9956,434,320,14
2020-04-18,Morris,New Jersey,34027,3984,255,162,23
2020-04-18,Passaic,New Jersey,34031,7936,243,332,22
2020-04-18,Sussex,New Jersey,34037,626,55,35,1
2020-04-18,Dutchess,New York,36027,2201,45,59,0
2020-04-18,Nassau,New York,36059,29180,1356,641,0
2020-04-18,New York City,New York,NA,135052,12411,4049,128
2020-04-18,Orange,New York,36071,6281,144,197,0
2020-04-18,Putnam,New York,36079,582,29,4,0
2020-04-18,Rockland,New York,36087,9171,234,184,0
2020-04-18,Suffolk,New York,36103,26143,706,1108,0
2020-04-18,Ulster,New York,36111,820,2,32,0
2020-04-18,Westchester,New York,36119,23179,738,703,0
2020-04-19,Fairfield,Connecticut,09001,7434,447,71,15
2020-04-19,Litchfield,Connecticut,09005,600,48,7,0
2020-04-19,New Haven,Connecticut,09009,4871,257,128,16
2020-04-19,Bergen,New Jersey,34003,12639,767,476,26
2020-04-19,Essex,New Jersey,34013,10304,740,403,8
2020-04-19,Hudson,New Jersey,34017,10486,452,530,18
2020-04-19,Morris,New Jersey,34027,4136,257,152,2
2020-04-19,Passaic,New Jersey,34031,8288,250,352,7
2020-04-19,Sussex,New Jersey,34037,659,62,33,7
2020-04-19,Dutchess,New York,36027,2240,51,39,6
2020-04-19,Nassau,New York,36059,30013,1577,833,221
2020-04-19,New York City,New York,NA,138370,13632,3318,1221
2020-04-19,Orange,New York,36071,6394,165,113,21
2020-04-19,Putnam,New York,36079,592,35,10,6
2020-04-19,Rockland,New York,36087,9364,276,193,42
2020-04-19,Suffolk,New York,36103,26888,845,745,139
2020-04-19,Ulster,New York,36111,854,2,34,0
2020-04-19,Westchester,New York,36119,23803,831,624,93
2020-04-20,Fairfield,Connecticut,09001,8320,512,886,65
2020-04-20,Litchfield,Connecticut,09005,639,58,39,10
2020-04-20,New Haven,Connecticut,09009,5272,301,401,44
2020-04-20,Bergen,New Jersey,34003,13011,787,372,20
2020-04-20,Essex,New Jersey,34013,10729,751,425,11
2020-04-20,Hudson,New Jersey,34017,11150,492,664,40
2020-04-20,Morris,New Jersey,34027,4236,269,100,12
2020-04-20,Passaic,New Jersey,34031,8479,263,191,13
2020-04-20,Sussex,New Jersey,34037,680,64,21,2
2020-04-20,Dutchess,New York,36027,2284,52,44,1
2020-04-20,Nassau,New York,36059,30677,1638,664,61
2020-04-20,New York City,New York,NA,140881,14074,2511,442
2020-04-20,Orange,New York,36071,6497,169,103,4
2020-04-20,Putnam,New York,36079,599,37,7,2
2020-04-20,Rockland,New York,36087,9457,286,93,10
2020-04-20,Suffolk,New York,36103,27662,887,774,42
2020-04-20,Ulster,New York,36111,877,2,23,0
2020-04-20,Westchester,New York,36119,24306,867,503,36
2020-04-21,Fairfield,Connecticut,09001,8472,544,152,32
2020-04-21,Litchfield,Connecticut,09005,643,59,4,1
2020-04-21,New Haven,Connecticut,09009,5493,322,221,21
2020-04-21,Bergen,New Jersey,34003,13356,835,345,48
2020-04-21,Essex,New Jersey,34013,11128,849,399,98
2020-04-21,Hudson,New Jersey,34017,11636,525,486,33
2020-04-21,Morris,New Jersey,34027,4435,291,199,22
2020-04-21,Passaic,New Jersey,34031,8941,294,462,31
2020-04-21,Sussex,New Jersey,34037,712,69,32,5
2020-04-21,Dutchess,New York,36027,2331,53,47,1
2020-04-21,Nassau,New York,36059,31079,1717,402,79
2020-04-21,New York City,New York,NA,143547,14513,2666,439
2020-04-21,Orange,New York,36071,6576,181,79,12
2020-04-21,Putnam,New York,36079,605,38,6,1
2020-04-21,Rockland,New York,36087,9568,297,111,11
2020-04-21,Suffolk,New York,36103,28154,918,492,31
2020-04-21,Ulster,New York,36111,893,2,16,0
2020-04-21,Westchester,New York,36119,24655,904,349,37
2020-04-22,Fairfield,Connecticut,09001,9883,584,1411,40
2020-04-22,Litchfield,Connecticut,09005,722,63,79,4
2020-04-22,New Haven,Connecticut,09009,5811,345,318,23
2020-04-22,Bergen,New Jersey,34003,13686,876,330,41
2020-04-22,Essex,New Jersey,34013,11387,888,259,39
2020-04-22,Hudson,New Jersey,34017,12039,568,403,43
2020-04-22,Morris,New Jersey,34027,4556,309,121,18
2020-04-22,Passaic,New Jersey,34031,9392,327,451,33
2020-04-22,Sussex,New Jersey,34037,743,76,31,7
2020-04-22,Dutchess,New York,36027,2391,57,60,4
2020-04-22,Nassau,New York,36059,31555,1764,476,47
2020-04-22,New York City,New York,NA,146787,14959,3240,446
2020-04-22,Orange,New York,36071,6705,183,129,2
2020-04-22,Putnam,New York,36079,611,39,6,1
2020-04-22,Rockland,New York,36087,9699,309,131,12
2020-04-22,Suffolk,New York,36103,28854,959,700,41
2020-04-22,Ulster,New York,36111,913,3,20,1
2020-04-22,Westchester,New York,36119,25275,932,620,28
2020-04-23,Fairfield,Connecticut,09001,10008,615,125,31
2020-04-23,Litchfield,Connecticut,09005,751,66,29,3
2020-04-23,New Haven,Connecticut,09009,6064,372,253,27
2020-04-23,Bergen,New Jersey,34003,14049,907,363,31
2020-04-23,Essex,New Jersey,34013,11811,932,424,44
2020-04-23,Hudson,New Jersey,34017,12645,606,606,38
2020-04-23,Morris,New Jersey,34027,4680,324,124,15
2020-04-23,Passaic,New Jersey,34031,9874,350,482,23
2020-04-23,Sussex,New Jersey,34037,784,82,41,6
2020-04-23,Dutchess,New York,36027,2460,60,69,3
2020-04-23,Nassau,New York,36059,32124,1813,569,49
2020-04-23,New York City,New York,NA,150327,15361,3540,402
2020-04-23,Orange,New York,36071,6816,190,111,7
2020-04-23,Putnam,New York,36079,615,41,4,2
2020-04-23,Rockland,New York,36087,9828,322,129,13
2020-04-23,Suffolk,New York,36103,29567,994,713,35
2020-04-23,Ulster,New York,36111,942,3,29,0
2020-04-23,Westchester,New York,36119,25959,962,684,30
2020-04-24,Fairfield,Connecticut,09001,10227,662,219,47
2020-04-24,Litchfield,Connecticut,09005,808,69,57,3
2020-04-24,New Haven,Connecticut,09009,6286,396,222,24
2020-04-24,Bergen,New Jersey,34003,14363,934,314,27
2020-04-24,Essex,New Jersey,34013,12110,975,299,43
2020-04-24,Hudson,New Jersey,34017,13011,640,366,34
2020-04-24,Morris,New Jersey,34027,4716,340,36,16
2020-04-24,Passaic,New Jersey,34031,10291,383,417,33
2020-04-24,Sussex,New Jersey,34037,795,84,11,2
2020-04-24,Dutchess,New York,36027,2517,63,57,3
2020-04-24,Nassau,New York,36059,32765,1867,641,54
2020-04-24,New York City,New York,NA,155081,15754,4754,393
2020-04-24,Orange,New York,36071,7170,194,354,4
2020-04-24,Putnam,New York,36079,619,42,4,1
2020-04-24,Rockland,New York,36087,10091,334,263,12
2020-04-24,Suffolk,New York,36103,30606,1035,1039,41
2020-04-24,Ulster,New York,36111,976,3,34,0
2020-04-24,Westchester,New York,36119,26632,989,673,27
2020-04-25,Fairfield,Connecticut,09001,10373,689,146,27
2020-04-25,Litchfield,Connecticut,09005,834,73,26,4
2020-04-25,New Haven,Connecticut,09009,6509,416,223,20
2020-04-25,Bergen,New Jersey,34003,14738,954,375,20
2020-04-25,Essex,New Jersey,34013,12520,1019,410,44
2020-04-25,Hudson,New Jersey,34017,13367,655,356,15
2020-04-25,Morris,New Jersey,34027,4821,347,105,7
2020-04-25,Passaic,New Jersey,34031,10738,416,447,33
2020-04-25,Sussex,New Jersey,34037,812,91,17,7
2020-04-25,Dutchess,New York,36027,2660,65,143,2
2020-04-25,Nassau,New York,36059,33798,1917,1033,50
2020-04-25,New York City,New York,NA,159851,16146,4770,392
2020-04-25,Orange,New York,36071,7988,200,818,6
2020-04-25,Putnam,New York,36079,885,42,266,0
2020-04-25,Rockland,New York,36087,11091,340,1000,6
2020-04-25,Suffolk,New York,36103,31368,1085,762,50
2020-04-25,Ulster,New York,36111,1166,3,190,0
2020-04-25,Westchester,New York,36119,27230,1022,598,33
2020-04-26,Fairfield,Connecticut,09001,10529,707,156,18
2020-04-26,Litchfield,Connecticut,09005,864,74,30,1
2020-04-26,New Haven,Connecticut,09009,6715,429,206,13
2020-04-26,Bergen,New Jersey,34003,14965,955,227,1
2020-04-26,Essex,New Jersey,34013,12863,1023,343,4
2020-04-26,Hudson,New Jersey,34017,13708,661,341,6
2020-04-26,Morris,New Jersey,34027,4976,351,155,4
2020-04-26,Passaic,New Jersey,34031,11137,426,399,10
2020-04-26,Sussex,New Jersey,34037,855,92,43,1
2020-04-26,Dutchess,New York,36027,2729,65,69,0
2020-04-26,Nassau,New York,36059,34522,1962,724,45
2020-04-26,New York City,New York,NA,163106,16486,3255,340
2020-04-26,Orange,New York,36071,8121,203,133,3
2020-04-26,Putnam,New York,36079,904,42,19,0
2020-04-26,Rockland,New York,36087,11256,349,165,9
2020-04-26,Suffolk,New York,36103,32059,1115,691,30
2020-04-26,Ulster,New York,36111,1190,3,24,0
2020-04-26,Westchester,New York,36119,27664,1054,434,32
2020-04-27,Fairfield,Connecticut,09001,10763,727,234,20
2020-04-27,Litchfield,Connecticut,09005,892,75,28,1
2020-04-27,New Haven,Connecticut,09009,6993,456,278,27
2020-04-27,Bergen,New Jersey,34003,15104,960,139,5
2020-04-27,Essex,New Jersey,34013,13047,1028,184,5
2020-04-27,Hudson,New Jersey,34017,13925,673,217,12
2020-04-27,Morris,New Jersey,34027,5030,355,54,4
2020-04-27,Passaic,New Jersey,34031,11349,438,212,12
2020-04-27,Sussex,New Jersey,34037,864,93,9,1
2020-04-27,Dutchess,New York,36027,2793,66,64,1
2020-04-27,Nassau,New York,36059,34865,2003,343,41
2020-04-27,New York City,New York,NA,165463,16821,2357,335
2020-04-27,Orange,New York,36071,8253,213,132,10
2020-04-27,Putnam,New York,36079,925,42,21,0
2020-04-27,Rockland,New York,36087,11366,355,110,6
2020-04-27,Suffolk,New York,36103,32470,1147,411,32
2020-04-27,Ulster,New York,36111,1219,4,29,1
2020-04-27,Westchester,New York,36119,28007,1077,343,23
2020-04-28,Fairfield,Connecticut,09001,10874,747,111,20
2020-04-28,Litchfield,Connecticut,09005,900,76,8,1
2020-04-28,New Haven,Connecticut,09009,7089,478,96,22
2020-04-28,Bergen,New Jersey,34003,15251,1002,147,42
2020-04-28,Essex,New Jersey,34013,13190,1090,143,62
2020-04-28,Hudson,New Jersey,34017,14309,722,384,49
2020-04-28,Morris,New Jersey,34027,5128,377,98,22
2020-04-28,Passaic,New Jersey,34031,11755,475,406,37
2020-04-28,Sussex,New Jersey,34037,882,97,18,4
2020-04-28,Dutchess,New York,36027,2817,66,24,0
2020-04-28,Nassau,New York,36059,35085,2039,220,36
2020-04-28,New York City,New York,NA,167487,17206,2024,385
2020-04-28,Orange,New York,36071,8389,223,136,10
2020-04-28,Putnam,New York,36079,932,45,7,3
2020-04-28,Rockland,New York,36087,11453,359,87,4
2020-04-28,Suffolk,New York,36103,32724,1179,254,32
2020-04-28,Ulster,New York,36111,1230,5,11,1
2020-04-28,Westchester,New York,36119,28245,1096,238,19
2020-04-29,Fairfield,Connecticut,09001,10985,774,111,27
2020-04-29,Litchfield,Connecticut,09005,919,79,19,3
2020-04-29,New Haven,Connecticut,09009,7205,493,116,15
2020-04-29,Bergen,New Jersey,34003,15446,1057,195,55
2020-04-29,Essex,New Jersey,34013,13445,1139,255,49
2020-04-29,Hudson,New Jersey,34017,14596,758,287,36
2020-04-29,Morris,New Jersey,34027,5213,387,85,10
2020-04-29,Passaic,New Jersey,34031,12185,516,430,41
2020-04-29,Sussex,New Jersey,34037,900,99,18,2
2020-04-29,Dutchess,New York,36027,2881,69,64,3
2020-04-29,Nassau,New York,36059,35505,2077,420,38
2020-04-29,New York City,New York,NA,170124,17597,2637,391
